set_id;ver_id;reference_yt_id;yt_id;sample_group;worker_ind0;worker_ind1;worker_ind2;worker_ind3;worker_ind4;origin;seed;nlabel_mturk;label_mturk;label_expert;nlabel_expert;category_expert;nlabel;label;expert_id;music_ratio
96;33;1s_5oZqqVQk;_MTXEMceIEw;DisAgrTxt;0;0;2;0;0;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0.107928459539425
96;33;1s_5oZqqVQk;dWRCooFKk3c;MutUnc;1;2;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.976502859466252
96;33;1s_5oZqqVQk;girdko2YOjQ;DisAgrMus;2;1;1;2;2;expert;False;2;Version;Version;2;Video: Multiple Songs;2;Version;0;0.910276564273089
96;33;1s_5oZqqVQk;jWHr3cA7ApM;DisAgrMus;1;1;1;2;2;expert;False;1;Non-Version;Version;2;Video: Multiple Songs;2;Version;1;0.933062025254206
157;18;Wo4GJ6YdDeY;-8HPq5zFM3M;DisAgrTxt;1;1;2;;;expert;False;1;Non-Version;Non-Version;1;Video: Similar Metadata;1;Non-Version;0;0.9616808067341
157;18;Wo4GJ6YdDeY;26nq96at878;MutUnc;1;2;2;;;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;0;0.989880017533888
157;18;Wo4GJ6YdDeY;2AuDhWiO2D4;DisAgrMus;1;0;1;;;expert;False;0;No Music;Non-Version;1;Video: In-Background;1;Non-Version;0;0.973886839561856
157;18;Wo4GJ6YdDeY;7yg05svXp98;DisAgrMus;1;1;1;;;worker;False;1;Non-Version;;;;1;Non-Version;;0.937750317601632
157;18;Wo4GJ6YdDeY;M04ynFYg19g;MutUnc;1;1;1;;;worker;False;1;Non-Version;;;;1;Non-Version;;0.960049349590412
157;18;Wo4GJ6YdDeY;aKmd60VSJgE;MutUnc;1;1;1;;;worker;False;1;Non-Version;;;;1;Non-Version;;0.988676929527971
157;18;Wo4GJ6YdDeY;feVjdWuENiQ;DisAgrMus;2;2;0;;;expert;False;2;Version;Version;2;Video: With Non-Music;2;Version;0;0.996057901245041
157;18;Wo4GJ6YdDeY;o_ziuUbugug;DisAgrTxt;1;1;1;;;worker;False;1;Non-Version;;;;1;Non-Version;;0.999664603361458
157;18;Wo4GJ6YdDeY;psXowLH825w;DisAgrTxt;1;2;1;;;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;0;0.999490017361111
214;41;55XIdavZxCQ;34cC_QC6z40;DisAgrMus;2;1;2;1;1;expert;False;1;Non-Version;Non-Version;1;Song: Similar;1;Non-Version;1;0.997753160782443
214;41;55XIdavZxCQ;7jxAjoXxws4;MutUnc;1;2;3;1;2;expert;False;2;Version;Version;2;Song: Difficult Cover;2;Version;0;0.972793115543414
214;41;55XIdavZxCQ;A9hcJgtnm6Q;MutUnc;1;1;2;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.972197668039031
214;41;55XIdavZxCQ;Y6mMTTncd1A;DisAgrTxt;2;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;
214;41;55XIdavZxCQ;glnUUt9y0iw;MutUnc;2;1;3;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.999622365123821
214;41;55XIdavZxCQ;pXdMW1BLPIM;DisAgrTxt;0;0;0;0;0;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0.0066494010154083
214;41;55XIdavZxCQ;s_M6qAQYfrw;DisAgrMus;2;1;1;1;1;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;0;0.851588522770729
214;41;55XIdavZxCQ;wdBHH6ol3Fs;DisAgrMus;1;1;1;1;1;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;1;0.992144760108913
214;41;55XIdavZxCQ;zpYOyW1apao;DisAgrTxt;0;0;0;0;0;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0
348;33;k6_8c0CyK3c;F1LZuQ9E4JQ;DisAgrMus;2;1;1;;;expert;False;2;Version;Version;2;Video: Multiple Songs;2;Version;0;0.954434107569292
348;33;k6_8c0CyK3c;L-Ds-FXGGQg;MutUnc;1;1;1;;;worker;False;1;Non-Version;;;;1;Non-Version;;0.943346348747974
348;33;k6_8c0CyK3c;YiadNVhaGwk;DisAgrMus;1;1;1;;;expert;False;1;Non-Version;Non-Version;1;Song: Same Genre;1;Non-Version;1;0.913301908052885
348;33;k6_8c0CyK3c;ZD8YPY8RBQc;MutUnc;1;1;1;;;worker;False;1;Non-Version;;;;1;Non-Version;;0.999546507972304
348;33;k6_8c0CyK3c;bqemqb05rJY;DisAgrTxt;2;2;2;;;expert;False;2;Version;Version;2;Song: Drum-Only;2;Version;0;
348;33;k6_8c0CyK3c;dnKWnwGfUuU;DisAgrTxt;2;2;2;;;expert;False;2;Version;Version;2;Song: Drum-Only;2;Version;0;0.973990028782895
348;33;k6_8c0CyK3c;kKlzUKLOm_U;DisAgrMus;1;1;2;;;expert;False;1;Non-Version;Non-Version;1;Song: Same Artist;1;Non-Version;0;0.996274690026748
348;33;k6_8c0CyK3c;pJ4UWWPjV48;MutUnc;1;1;1;;;worker;False;1;Non-Version;;;;1;Non-Version;;0.996435982382935
348;33;k6_8c0CyK3c;ss_rk-RITts;DisAgrTxt;2;2;2;;;expert;False;2;Version;Version;2;Video: Low Fidelity;2;Version;0;0.963900933034426
350;16;7WHdnX2cDCQ;NjNn4bbbgSw;MutUnc;1;1;1;;;worker;False;1;Non-Version;;;;1;Non-Version;;0.985808080846344
350;16;7WHdnX2cDCQ;ObjIuRNrFKA;DisAgrTxt;0;0;0;;;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0.250118994050147
350;16;7WHdnX2cDCQ;R4KqBcqyGnU;DisAgrTxt;2;1;2;;;expert;False;2;Version;Version;2;Song: Vocal-Only;2;Version;0;0.998706622456395
350;16;7WHdnX2cDCQ;Z1R47zAcLcs;DisAgrTxt;1;2;1;;;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;0;0.972335408578597
350;16;7WHdnX2cDCQ;aii62acsp_E;DisAgrMus;2;1;3;;;expert;False;1;Non-Version;Version;2;Video: With Non-Music;2;Version;0;0.592876859244383
350;16;7WHdnX2cDCQ;d4QnalIHlVc;MutUnc;1;2;2;;;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;0;0.983090894872492
350;16;7WHdnX2cDCQ;ksbjQzF8oZY;DisAgrMus;1;1;2;;;expert;False;1;Non-Version;Non-Version;1;Video: With Non-Music;1;Non-Version;0;0.633041504202897
350;16;7WHdnX2cDCQ;uDDB1MGnaMg;DisAgrMus;2;1;1;;;expert;False;1;Non-Version;Version;2;Placeholder: Non-Ambiguous;2;Version;0;0.986202548060637
350;16;7WHdnX2cDCQ;w38PyfMrzdk;MutUnc;2;3;2;;;expert;False;1;Non-Version;Non-Version;1;Video: With Non-Music;1;Non-Version;0;0.679010450064123
369;17;6U_2UAgIOsY;VOtqWNQrSPo;DisAgrTxt;1;2;2;2;2;expert;False;2;Version;Version;2;Video: Multiple Songs;2;Version;0;0.943295498206967
369;17;6U_2UAgIOsY;doXn7j-LOV8;MutUnc;0;2;2;2;2;expert;False;2;Version;Version;2;Song: Single Instrument;2;Version;0;0.993331667877907
369;17;6U_2UAgIOsY;hM7Ntv8p-DM;MutUnc;0;1;2;2;2;expert;False;2;Version;Version;2;Song: Single Instrument;2;Version;0;0.963031099759615
369;17;6U_2UAgIOsY;kiYqPSDA9BQ;MutUnc;1;1;2;2;2;expert;True;2;Version;Version;2;Placeholder: Non-Ambiguous;2;Version;0;
369;17;6U_2UAgIOsY;mjhjpzzMElw;DisAgrMus;0;2;1;2;1;expert;False;1;Non-Version;Non-Version;1;Video: Low Fidelity;1;Non-Version;0;0.892715259308511
369;17;6U_2UAgIOsY;tUqaieKiELc;DisAgrTxt;1;1;1;1;2;worker;False;1;Non-Version;;;;1;Non-Version;;0.934488402046481
369;17;6U_2UAgIOsY;u-WPUaje3As;DisAgrTxt;0;1;2;2;2;expert;False;2;Version;Version;2;Song: Mashup/Remix;2;Version;0;0.986885291030727
369;17;6U_2UAgIOsY;uakmKGAwZKA;MutUnc;1;1;2;2;2;expert;False;2;Version;Version;2;Song: Single Instrument;2;Version;0;0.983081359863281
369;17;6U_2UAgIOsY;zldHBEqI9gY;DisAgrMus;1;2;2;2;2;expert;False;2;Version;Version;2;Song: Difficult Cover;2;Version;0;0.984633881324946
484;42;NZacSRcdN88;O4p_XCpSa_s;DisAgrTxt;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.993655770668026
484;42;NZacSRcdN88;OuCI3cblDJc;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.638487058133817
484;42;NZacSRcdN88;QP6LNUKz-oQ;DisAgrMus;2;1;1;2;1;expert;False;1;Non-Version;Version;2;Placeholder: Non-Ambiguous;2;Version;0;0.997260079325807
484;42;NZacSRcdN88;Spp3t9jqp_E;DisAgrTxt;0;0;0;0;0;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0
484;42;NZacSRcdN88;TIpi-2SGPuE;DisAgrMus;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.94508801511597
484;42;NZacSRcdN88;TL5FejSGI1g;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.951361130549767
484;42;NZacSRcdN88;gx0AY2pS0KI;DisAgrTxt;2;3;2;2;2;expert;False;2;Version;Version;2;Song: Instrumental;2;Version;0;0
484;42;NZacSRcdN88;jqrj2ZJ5gQQ;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.988733609467861
484;42;NZacSRcdN88;t4eS4ixGMwo;DisAgrMus;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.912745519596438
487;10;aiKFdR48pRA;DZncy1jxdw0;DisAgrMus;1;1;;;;expert;False;1;Non-Version;Non-Version;1;Song: Similar;1;Non-Version;0;0.933901445650494
487;10;aiKFdR48pRA;F74yaJ1uA_U;DisAgrTxt;2;1;;;;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;0;0.999246892755682
487;10;aiKFdR48pRA;FJtU8Swobgo;MutUnc;3;1;;;;expert;False;1;Non-Version;Non-Version;1;Song: Similar;1;Non-Version;0;0.979807803583354
487;10;aiKFdR48pRA;KLmSD1jdReg;DisAgrMus;3;3;;;;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;0;0.971674893645622
487;10;aiKFdR48pRA;YMe24aRwiwg;DisAgrTxt;0;0;;;;expert;False;0;No Music;No Music;0;Video: Similar Metadata;0;No Music;0;0
487;10;aiKFdR48pRA;d3kiwIgtmL4;MutUnc;2;1;;;;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;0;0.988825607922104
487;10;aiKFdR48pRA;dkQ0OJ5Byls;MutUnc;1;1;;;;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;0;0.822228133029776
487;10;aiKFdR48pRA;e5IqZXsBpa8;DisAgrTxt;2;2;;;;expert;False;1;Non-Version;Non-Version;1;Video: Similar Metadata;1;Non-Version;0;0.910340266441231
487;10;aiKFdR48pRA;jMgE61PjKKw;DisAgrMus;2;1;;;;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;0;0.988797769201807
526;14;97PAY9wl63E;EWR63pAt6vo;MutUnc;1;1;1;1;1;expert;False;1;Non-Version;Non-Version;1;Song: Similar;1;Non-Version;0;0.990116242439516
526;14;97PAY9wl63E;PG6iJmbnOTY;DisAgrTxt;0;0;0;0;2;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0
526;14;97PAY9wl63E;QEFWUIjyE9Y;DisAgrMus;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;
526;14;97PAY9wl63E;QpljgJPFWl8;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.970905206590099
526;14;97PAY9wl63E;VX9syCv8-Is;DisAgrMus;2;2;2;1;1;expert;False;2;Version;Version;2;Video: With Non-Music;2;Version;0;0.849668823278335
526;14;97PAY9wl63E;hyvYH55ImaA;DisAgrMus;1;1;0;1;0;worker;False;1;Non-Version;;;;1;Non-Version;;0.683463790255727
526;14;97PAY9wl63E;jco3NWSsBP0;DisAgrTxt;0;0;0;0;0;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0.0805117182302751
526;14;97PAY9wl63E;ug48TpsX8Gk;DisAgrTxt;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.987083880089549
526;14;97PAY9wl63E;wmCBkySmRzU;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.867271646460062
569;11;dLnHL11VDKA;8ylNwg_dx2g;DisAgrTxt;1;2;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.999369549418605
569;11;dLnHL11VDKA;9p5JCxehc8U;DisAgrMus;2;2;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.986440182803722
569;11;dLnHL11VDKA;KPSuD27JCyY;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;
569;11;dLnHL11VDKA;Q18VNSNJSSY;MutUnc;3;1;1;2;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.857192652433821
569;11;dLnHL11VDKA;R3OZF6WubFI;DisAgrTxt;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.997198068440363
569;11;dLnHL11VDKA;efhQKgaZUW8;DisAgrMus;3;1;1;1;1;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;1;0.983384777108342
569;11;dLnHL11VDKA;lKmlixuUWmQ;MutUnc;0;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.95738648832514
569;11;dLnHL11VDKA;lyLE2Oeaap4;DisAgrTxt;2;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.925831158955892
569;11;dLnHL11VDKA;u8wXhZtVXrc;DisAgrMus;2;3;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.959071369696101
624;44;FaUpLStwCl8;35K6vQRt67g;MutUnc;0;0;0;0;2;expert;False;0;No Music;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;0;0.993587261084049
624;44;FaUpLStwCl8;Fd9446M-ASc;DisAgrTxt;1;1;1;1;2;expert;False;1;Non-Version;Version;2;Song: Vocal-Only;2;Version;0;0.654540342796506
624;44;FaUpLStwCl8;GZXHBgjQjNM;DisAgrMus;1;1;1;1;2;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;1;0.971190203092916
624;44;FaUpLStwCl8;PluC1cKFe18;DisAgrTxt;0;0;0;0;1;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0.124443686096384
624;44;FaUpLStwCl8;X9E1by7PocE;DisAgrMus;1;2;1;1;2;worker;False;1;Non-Version;;;;1;Non-Version;;0.979209672322166
624;44;FaUpLStwCl8;ddZ-0K1OmQo;MutUnc;1;1;1;1;3;expert;False;1;Non-Version;Non-Version;1;Song: Same Artist;1;Non-Version;0;0.975683726579502
624;44;FaUpLStwCl8;dpLaoYw8xug;DisAgrMus;1;1;1;0;2;worker;False;1;Non-Version;;;;1;Non-Version;;0.854842692575637
624;44;FaUpLStwCl8;fJWmbLS2_ec;MutUnc;1;2;1;1;2;worker;False;1;Non-Version;;;;1;Non-Version;;0.996273616650476
624;44;FaUpLStwCl8;qsQqCg5VH3Q;DisAgrTxt;0;0;1;0;1;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0.0447517188819677
629;18;EBxk1Oq_ysE;7Ifw8JhDBvs;MutUnc;1;1;1;1;;worker;False;1;Non-Version;;;;1;Non-Version;;0.960797631048387
629;18;EBxk1Oq_ysE;7aWQAHYHu7o;DisAgrTxt;2;2;2;2;;expert;False;2;Version;Version;2;Song: Vocal-Only;2;Version;0;0.763246169285221
629;18;EBxk1Oq_ysE;COiIC3A0ROM;DisAgrMus;1;2;1;1;;worker;False;1;Non-Version;;;;1;Non-Version;;0.976253364570059
629;18;EBxk1Oq_ysE;H7_sqdkaAfo;DisAgrMus;1;1;1;1;;worker;False;1;Non-Version;;;;1;Non-Version;;0.985743743901447
629;18;EBxk1Oq_ysE;MB1FPOuSVeM;MutUnc;1;1;1;1;;worker;False;1;Non-Version;;;;1;Non-Version;;0.994755739298495
629;18;EBxk1Oq_ysE;Ot-q4Y6Vabw;MutUnc;1;1;1;1;;worker;False;1;Non-Version;;;;1;Non-Version;;0.988350548191278
629;18;EBxk1Oq_ysE;Pu8JO56fwt8;DisAgrMus;2;2;2;2;;expert;False;2;Version;Version;2;Video: With Non-Music;2;Version;0;0.641234626392327
629;18;EBxk1Oq_ysE;n20IWj9UnZ4;DisAgrTxt;0;0;0;0;;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;
629;18;EBxk1Oq_ysE;ycUVxLc04b4;DisAgrTxt;1;1;1;1;;worker;False;1;Non-Version;;;;1;Non-Version;;0.452073364980855
667;0;TLV4_xaYynY;7UOlGOIxFPo;DisAgrTxt;1;0;2;3;2;expert;False;2;Version;Version;2;Video: With Non-Music;2;Version;0;0.277501286233383
667;0;TLV4_xaYynY;D6CKh7-EQAM;DisAgrMus;1;1;0;1;1;expert;False;1;Non-Version;Non-Version;1;Song: Similar;1;Non-Version;0;0.999531907921896
667;0;TLV4_xaYynY;FHNlkS4T0LY;DisAgrMus;2;2;2;2;1;expert;False;2;Version;Version;2;Placeholder: Non-Ambiguous;2;Version;0;0.919163333703196
667;0;TLV4_xaYynY;LN2dA5SFVHs;DisAgrTxt;0;0;1;0;0;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0
667;0;TLV4_xaYynY;agdv3D2U1gU;DisAgrTxt;0;0;1;0;0;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0
667;0;TLV4_xaYynY;dg9-mAXlglc;MutUnc;0;0;0;2;2;expert;False;0;No Music;Non-Version;1;Song: Same Artist;1;Non-Version;0;0.950570755004883
667;0;TLV4_xaYynY;o0RlZ0DBJaQ;DisAgrMus;1;1;1;1;1;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;1;0.951068083018393
667;0;TLV4_xaYynY;vpho0pIENH4;MutUnc;1;1;2;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.935800904865506
667;0;TLV4_xaYynY;w3JxQg077EQ;MutUnc;1;1;3;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.963051633860088
694;33;x_QkY8g_fHU;-EKoI4syu9A;DisAgrTxt;1;;;;;expert;False;1;Non-Version;Non-Version;1;Video: Multiple Songs;1;Non-Version;0;0.990390521581884
694;33;x_QkY8g_fHU;9kA9gY-svvk;MutUnc;2;;;;;expert;False;0;No Music;Non-Version;1;Video: In-Background;1;Non-Version;0;0.357461979649035
694;33;x_QkY8g_fHU;HlfcfTisjks;DisAgrMus;1;;;;;expert;False;1;Non-Version;Non-Version;1;Song: Similar;1;Non-Version;0;0.993468124241505
694;33;x_QkY8g_fHU;I0DkyiiY9FM;DisAgrTxt;1;;;;;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0.271260260796248
694;33;x_QkY8g_fHU;YlD4fR09mco;DisAgrMus;2;;;;;expert;False;1;Non-Version;Non-Version;1;Song: Similar;1;Non-Version;0;0.910022527521307
694;33;x_QkY8g_fHU;_XoW4jKjIGs;MutUnc;1;;;;;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;0;0.987878148412855
694;33;x_QkY8g_fHU;ifhS7HlvY7k;DisAgrTxt;2;;;;;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;
694;33;x_QkY8g_fHU;v8xuGsSejn0;DisAgrMus;2;;;;;expert;False;1;Non-Version;Non-Version;1;Video: Low Fidelity;1;Non-Version;0;0.999167860671937
694;33;x_QkY8g_fHU;yJle8j6OR4Y;MutUnc;1;;;;;expert;False;1;Non-Version;Non-Version;1;Video: In-Background;1;Non-Version;0;0.980897058975099
724;36;9nPZE2DCZpY;K2TaB527JB4;MutUnc;3;0;1;1;0;expert;False;1;Non-Version;Non-Version;1;Video: With Non-Music;1;Non-Version;0;0.614674435862468
