set_id;ver_id;reference_yt_id;yt_id;seed;sample_group;label;nlabel;ditto_pred;re-move_pred;has_crema;has_cqt_20;has_cqt_ch;in_datacos;in_shs100k_train;in_shs100k_val;in_shs100k_test
63;;uhWb-Avb9Yc;tgBgbuq6dp8;False;DisAgrTxt;Non-Version;1;0.999804474780923;-0.09049021;True;True;True;False;False;False;False
63;;uhWb-Avb9Yc;zowz-EU9bI0;False;DisAgrMus;Non-Version;1;0.0006142274925678;0.417065;True;True;True;False;False;False;False
81;;P6tNV3DyaFU;0eP_aEyXTfA;False;DisAgrTxt;Version;2;0.999804508056011;-0.02978862;True;True;True;False;False;False;False
81;;P6tNV3DyaFU;5rJbYDh1lVw;False;DisAgrTxt;Version;2;0.99980461753488;-0.044876117;True;True;True;False;False;False;False
81;;P6tNV3DyaFU;AdSyTDp0Ssg;False;DisAgrMus;Non-Version;1;0.0022773284627459;0.49943814;True;True;True;False;False;False;False
81;;P6tNV3DyaFU;gssRNw-Zt-4;False;MutUnc;Non-Version;1;0.496450591851561;0.37597942;True;True;True;False;False;False;False
81;;P6tNV3DyaFU;nkPNvuxeiSE;False;MutUnc;Non-Version;1;0.557863227047349;0.35987258;True;True;True;False;False;False;False
81;;P6tNV3DyaFU;raNc3s-coD4;False;DisAgrMus;Non-Version;1;0.0006267845654021;0.47457746;True;True;True;False;False;False;False
81;;P6tNV3DyaFU;tZP1WNqbjmA;False;MutUnc;Non-Version;1;0.459248956843292;0.2376317;True;True;True;False;False;False;False
81;;P6tNV3DyaFU;w73hEZKnDeA;False;DisAgrMus;Non-Version;1;0.0006520680132996;0.46119595;True;True;True;False;False;False;False
81;;P6tNV3DyaFU;xT-hG6-Hk-Y;False;DisAgrTxt;Version;2;0.999804427328497;-0.0023951754;True;True;True;False;False;False;False
96;;1s_5oZqqVQk;86jeSodhfXw;False;DisAgrTxt;Non-Version;1;0.999797093631995;-0.010293565;True;True;True;False;False;False;False
96;;1s_5oZqqVQk;JmSXU6Yy45I;False;DisAgrTxt;Version;2;0.999804331362982;-0.007154587;True;True;True;False;False;False;False
96;;1s_5oZqqVQk;QbIphnGyAbE;False;DisAgrMus;Non-Version;1;0.0006154841942035;0.33223557;True;True;True;False;False;False;False
96;;1s_5oZqqVQk;TsLhh0MVc0M;False;MutUnc;Version;2;0.407345674202437;0.2853441;True;True;True;False;False;False;False
96;;1s_5oZqqVQk;XxfBytzK6e4;False;MutUnc;Non-Version;1;0.422301399403484;0.081395656;True;True;True;False;False;False;False
96;;1s_5oZqqVQk;_MTXEMceIEw;False;DisAgrTxt;No Music;0;0.999797662497778;-0.018855546;True;True;True;False;False;False;False
96;;1s_5oZqqVQk;dWRCooFKk3c;False;MutUnc;Non-Version;1;0.338513870710634;0.18710059;True;True;True;False;False;False;False
96;;1s_5oZqqVQk;girdko2YOjQ;False;DisAgrMus;Version;2;0.0006312920396118;0.38348225;True;True;True;False;False;False;False
96;;1s_5oZqqVQk;jWHr3cA7ApM;False;DisAgrMus;Non-Version;1;0.0006502702945205;0.35858047;True;True;True;False;False;False;False
157;;Wo4GJ6YdDeY;-8HPq5zFM3M;False;DisAgrTxt;Non-Version;1;0.999804208376279;0.01579872;True;True;True;False;False;False;False
157;;Wo4GJ6YdDeY;26nq96at878;False;MutUnc;Non-Version;1;0.47648816245423;0.23616351;True;True;True;False;False;False;False
157;;Wo4GJ6YdDeY;2AuDhWiO2D4;False;DisAgrMus;Non-Version;1;0.0006222529118693;0.4032616;True;True;True;False;False;False;False
157;;Wo4GJ6YdDeY;7yg05svXp98;False;DisAgrMus;Non-Version;1;0.0006155356713994;0.40222284;True;True;True;False;False;False;False
157;;Wo4GJ6YdDeY;M04ynFYg19g;False;MutUnc;Non-Version;1;0.490951181353517;0.188498;True;True;True;False;False;False;False
157;;Wo4GJ6YdDeY;aKmd60VSJgE;False;MutUnc;Non-Version;1;0.500598922085413;0.23718575;True;True;True;False;False;False;False
157;;Wo4GJ6YdDeY;feVjdWuENiQ;False;DisAgrMus;Version;2;0.0006320484866774;0.55709356;True;True;True;False;False;False;False
157;;Wo4GJ6YdDeY;o_ziuUbugug;False;DisAgrTxt;Non-Version;1;0.999804035056053;-0.035859257;True;True;True;False;False;False;False
157;;Wo4GJ6YdDeY;psXowLH825w;False;DisAgrTxt;Non-Version;1;0.999796214455566;0.010556008;True;True;True;False;False;False;False
214;;vf1nIxrTodg;A9hcJgtnm6Q;False;MutUnc;Non-Version;1;0.440098247054863;0.2549676;True;True;True;False;False;False;False
214;;vf1nIxrTodg;A9hcJgtnm6Q;False;MutUnc;Non-Version;1;0.440098247054863;0.2549676;True;True;True;False;False;False;False
214;;55XIdavZxCQ;A9hcJgtnm6Q;False;MutUnc;Non-Version;1;0.440098247054863;0.2549676;True;True;True;False;False;False;False
214;;55XIdavZxCQ;A9hcJgtnm6Q;False;MutUnc;Non-Version;1;0.440098247054863;0.2549676;True;True;True;False;False;False;False
214;;55XIdavZxCQ;34cC_QC6z40;False;DisAgrMus;Non-Version;1;0.0499805665478415;0.37216145;True;True;True;False;False;False;False
214;;55XIdavZxCQ;7jxAjoXxws4;False;MutUnc;Version;2;0.458483081663024;0.3248501;True;True;True;False;False;False;False
214;;55XIdavZxCQ;Y6mMTTncd1A;False;DisAgrTxt;Non-Version;1;0.982836465568133;0.015162084;True;True;True;False;False;False;False
214;;55XIdavZxCQ;glnUUt9y0iw;False;MutUnc;Non-Version;1;0.428303681391313;0.34396052;True;True;True;False;False;False;False
214;;55XIdavZxCQ;pXdMW1BLPIM;False;DisAgrTxt;No Music;0;0.999801391110644;0.016839419;True;True;True;False;False;False;False
214;;55XIdavZxCQ;s_M6qAQYfrw;False;DisAgrMus;Non-Version;1;0.0006287390750369;0.3302375;True;True;True;False;False;False;False
214;;55XIdavZxCQ;wdBHH6ol3Fs;False;DisAgrMus;Non-Version;1;0.0006510089821235;0.30550945;True;True;True;False;True;False;False
214;;55XIdavZxCQ;zpYOyW1apao;False;DisAgrTxt;No Music;0;0.999798804274861;-0.07586518;True;True;True;False;False;False;False
348;;k6_8c0CyK3c;F1LZuQ9E4JQ;False;DisAgrMus;Version;2;0.0006823572006268;0.35648084;True;True;True;False;False;False;False
348;;k6_8c0CyK3c;L-Ds-FXGGQg;False;MutUnc;Non-Version;1;0.509025319743705;0.26443794;True;True;True;False;False;False;False
348;;k6_8c0CyK3c;YiadNVhaGwk;False;DisAgrMus;Non-Version;1;0.0006168351705668;0.41650358;True;True;True;False;False;False;False
348;;k6_8c0CyK3c;ZD8YPY8RBQc;False;MutUnc;Non-Version;1;0.50935080015834;0.20253044;True;True;True;False;False;False;False
348;;k6_8c0CyK3c;bqemqb05rJY;False;DisAgrTxt;Version;2;0.999803917211646;-0.0028559973;True;True;True;False;False;False;False
348;;k6_8c0CyK3c;dnKWnwGfUuU;False;DisAgrTxt;Version;2;0.999804421920614;-0.07739454;True;True;True;False;False;False;False
348;;k6_8c0CyK3c;kKlzUKLOm_U;False;DisAgrMus;Non-Version;1;0.00062807981243;0.31932133;True;True;True;False;False;False;False
348;;k6_8c0CyK3c;pJ4UWWPjV48;False;MutUnc;Non-Version;1;0.46668091218889;0.30234662;True;True;True;False;False;False;False
348;;k6_8c0CyK3c;ss_rk-RITts;False;DisAgrTxt;Version;2;0.999804553625304;-0.020040825;True;True;True;False;False;False;False
350;;7WHdnX2cDCQ;NjNn4bbbgSw;False;MutUnc;Non-Version;1;0.421852990979393;0.36478648;True;True;True;False;False;False;False
350;;7WHdnX2cDCQ;ObjIuRNrFKA;False;DisAgrTxt;No Music;0;0.977156224213619;-0.04797849;True;True;True;False;False;False;False
350;;7WHdnX2cDCQ;R4KqBcqyGnU;False;DisAgrTxt;Version;2;0.999804558004616;-0.014112855;True;True;True;False;False;False;False
350;;7WHdnX2cDCQ;Z1R47zAcLcs;False;DisAgrTxt;Non-Version;1;0.999799760507256;-0.037727207;True;True;True;False;False;False;False
350;;7WHdnX2cDCQ;aii62acsp_E;False;DisAgrMus;Version;2;0.0006159640815612;0.3441506;True;True;True;False;False;False;False
350;;7WHdnX2cDCQ;d4QnalIHlVc;False;MutUnc;Non-Version;1;0.538672453679558;0.23675531;True;True;True;False;False;True;False
350;;7WHdnX2cDCQ;ksbjQzF8oZY;False;DisAgrMus;Non-Version;1;0.0007251064265549;0.26703116;True;True;True;False;False;False;False
350;;7WHdnX2cDCQ;uDDB1MGnaMg;False;DisAgrMus;Version;2;0.299655887866962;0.58542705;True;True;True;False;False;False;False
350;;7WHdnX2cDCQ;w38PyfMrzdk;False;MutUnc;Non-Version;1;0.426665601115101;0.37941998;True;True;True;False;False;False;False
369;;6U_2UAgIOsY;VOtqWNQrSPo;False;DisAgrTxt;Version;2;0.999804629457386;-0.026622353;True;True;True;False;False;False;False
369;;6U_2UAgIOsY;doXn7j-LOV8;False;MutUnc;Version;2;0.999804697532132;0.32957485;True;True;True;False;False;False;False
369;;6U_2UAgIOsY;hM7Ntv8p-DM;False;MutUnc;Version;2;0.999804570676112;0.32356545;True;True;True;False;False;False;False
369;39.0;6U_2UAgIOsY;kiYqPSDA9BQ;True;MutUnc;Version;2;0.999804749573289;0.32109156;True;True;True;False;False;False;False
369;39.0;6U_2UAgIOsY;kiYqPSDA9BQ;True;MutUnc;Version;2;0.999804749573289;0.32109156;True;True;True;False;False;False;False
369;;6U_2UAgIOsY;mjhjpzzMElw;False;DisAgrMus;Non-Version;1;0.0006142261753897;0.26696172;True;True;True;False;False;False;False
369;;6U_2UAgIOsY;tUqaieKiELc;False;DisAgrTxt;Non-Version;1;0.99980455157538;0.01766223;True;True;True;False;False;False;False
369;;6U_2UAgIOsY;u-WPUaje3As;False;DisAgrTxt;Version;2;0.999804721087362;0.058183666;True;True;True;False;False;False;False
369;;6U_2UAgIOsY;uakmKGAwZKA;False;MutUnc;Version;2;0.999804592849256;0.33530912;True;True;True;False;False;False;False
369;;6U_2UAgIOsY;zldHBEqI9gY;False;DisAgrMus;Version;2;0.0006346151828408;0.5893069;True;True;True;False;False;False;False
484;;NZacSRcdN88;O4p_XCpSa_s;False;DisAgrTxt;Non-Version;1;0.932956695768011;-0.07776314;True;True;True;False;False;False;False
484;;NZacSRcdN88;OuCI3cblDJc;False;MutUnc;Non-Version;1;0.565729059082495;0.17970268;True;True;True;False;False;False;False
484;;NZacSRcdN88;QP6LNUKz-oQ;False;DisAgrMus;Version;2;0.0012268387776227;0.39803734;True;True;True;False;False;False;False
484;;NZacSRcdN88;Spp3t9jqp_E;False;DisAgrTxt;No Music;0;0.999804586141679;-0.052953362;True;True;True;False;False;False;False
484;;NZacSRcdN88;TIpi-2SGPuE;False;DisAgrMus;Non-Version;1;0.000642140745612;0.3178716;True;True;True;False;True;False;False
484;;NZacSRcdN88;TL5FejSGI1g;False;MutUnc;Non-Version;1;0.491946916852674;0.2284651;True;True;True;False;False;False;False
484;;NZacSRcdN88;gx0AY2pS0KI;False;DisAgrTxt;Version;2;0.999804694738834;-0.051257074;True;True;True;False;False;False;False
484;;NZacSRcdN88;jqrj2ZJ5gQQ;False;MutUnc;Non-Version;1;0.456645287580609;0.15642114;True;True;True;False;False;False;False
484;;NZacSRcdN88;t4eS4ixGMwo;False;DisAgrMus;Non-Version;1;0.0006178514514243;0.35874453;True;True;True;False;False;False;False
487;;aiKFdR48pRA;DZncy1jxdw0;False;DisAgrMus;Non-Version;1;0.006343437554803;0.33312345;True;True;True;False;False;False;False
487;;aiKFdR48pRA;F74yaJ1uA_U;False;DisAgrTxt;Non-Version;1;0.999801560146611;-0.06836444;True;True;True;False;False;False;False
487;;aiKFdR48pRA;FJtU8Swobgo;False;MutUnc;Non-Version;1;0.452751911470178;0.36719418;True;True;True;False;False;False;False
487;;aiKFdR48pRA;KLmSD1jdReg;False;DisAgrMus;Non-Version;1;0.0006383652846994;0.38942593;True;True;True;False;False;False;False
487;;aiKFdR48pRA;YMe24aRwiwg;False;DisAgrTxt;No Music;0;0.999800099779721;-0.0323128;True;True;True;False;False;False;False
487;;aiKFdR48pRA;d3kiwIgtmL4;False;MutUnc;Non-Version;1;0.439119276307856;0.27771938;True;True;True;False;False;False;False
487;;aiKFdR48pRA;dkQ0OJ5Byls;False;MutUnc;Non-Version;1;0.387249577864855;0.36470783;True;True;True;False;False;False;False
487;;aiKFdR48pRA;e5IqZXsBpa8;False;DisAgrTxt;Non-Version;1;0.999804648364243;-0.034089662;True;True;True;False;False;False;False
487;;aiKFdR48pRA;jMgE61PjKKw;False;DisAgrMus;Non-Version;1;0.0006161804538281;0.36767942;True;True;True;False;False;False;False
526;;97PAY9wl63E;EWR63pAt6vo;False;MutUnc;Non-Version;1;0.493605146586941;0.362892;True;True;True;False;False;False;False
526;;97PAY9wl63E;PG6iJmbnOTY;False;DisAgrTxt;No Music;0;0.999803325050713;-0.083540805;True;True;True;False;False;False;False
526;;97PAY9wl63E;QEFWUIjyE9Y;False;DisAgrMus;Non-Version;1;0.0006237984068249;0.30034468;True;True;True;False;False;False;False
526;;97PAY9wl63E;QpljgJPFWl8;False;MutUnc;Non-Version;1;0.44984443023921;0.30822104;True;True;True;False;False;False;False
526;;97PAY9wl63E;VX9syCv8-Is;False;DisAgrMus;Version;2;0.0006171675688196;0.61623424;True;True;True;False;False;False;False
526;;97PAY9wl63E;hyvYH55ImaA;False;DisAgrMus;Non-Version;1;0.0006304340441083;0.36951706;True;True;True;False;False;False;False
526;;97PAY9wl63E;jco3NWSsBP0;False;DisAgrTxt;No Music;0;0.998526257043867;-0.050786383;True;True;True;False;False;False;False
526;;97PAY9wl63E;ug48TpsX8Gk;False;DisAgrTxt;Non-Version;1;0.998328281917124;-0.08572618;True;True;True;False;False;False;False
526;;97PAY9wl63E;wmCBkySmRzU;False;MutUnc;Non-Version;1;0.480770666763871;0.28680867;True;True;True;False;False;False;False
569;;dLnHL11VDKA;8ylNwg_dx2g;False;DisAgrTxt;Non-Version;1;0.999804187933217;-0.10208133;True;True;True;False;False;False;False
569;;dLnHL11VDKA;9p5JCxehc8U;False;DisAgrMus;Non-Version;1;0.0006139259324291;0.39478654;True;True;True;False;False;False;False
569;;dLnHL11VDKA;KPSuD27JCyY;False;MutUnc;Non-Version;1;0.416332146067153;0.09688016;True;True;True;False;False;False;False
569;;dLnHL11VDKA;Q18VNSNJSSY;False;MutUnc;Non-Version;1;0.436983158963925;0.110533;True;True;True;False;False;False;False
569;;dLnHL11VDKA;R3OZF6WubFI;False;DisAgrTxt;Non-Version;1;0.998507550409565;-0.07500031;True;True;True;False;False;False;False
569;;dLnHL11VDKA;efhQKgaZUW8;False;DisAgrMus;Non-Version;1;0.0006143532229082;0.39508525;True;True;True;True;True;False;False
569;;dLnHL11VDKA;lKmlixuUWmQ;False;MutUnc;Non-Version;1;0.620147676622081;0.16595243;True;True;True;False;False;False;False
569;;dLnHL11VDKA;lyLE2Oeaap4;False;DisAgrTxt;Non-Version;1;0.999800937049963;-0.083039545;True;True;True;False;False;False;False
569;;dLnHL11VDKA;u8wXhZtVXrc;False;DisAgrMus;Non-Version;1;0.0006144419375501;0.39269093;True;True;True;False;False;False;False
624;;FaUpLStwCl8;35K6vQRt67g;False;MutUnc;Non-Version;1;0.522479052004814;0.23330548;True;True;True;False;False;False;False
624;;FaUpLStwCl8;Fd9446M-ASc;False;DisAgrTxt;Version;2;0.999804525390368;-0.0828461;True;True;True;False;False;False;False
624;;FaUpLStwCl8;GZXHBgjQjNM;False;DisAgrMus;Non-Version;1;0.149177533042035;0.4038991;True;True;True;False;False;False;False
624;;FaUpLStwCl8;PluC1cKFe18;False;DisAgrTxt;No Music;0;0.999100186696632;-0.07137779;True;True;True;False;False;False;False
624;;FaUpLStwCl8;X9E1by7PocE;False;DisAgrMus;Non-Version;1;0.0615986143058566;0.26853603;True;True;True;False;False;False;False
624;;FaUpLStwCl8;ddZ-0K1OmQo;False;MutUnc;Non-Version;1;0.485789468849259;0.39241338;True;True;True;False;False;False;False
624;;FaUpLStwCl8;dpLaoYw8xug;False;DisAgrMus;Non-Version;1;0.203401104103332;0.4105154;True;True;True;False;False;False;False
624;;FaUpLStwCl8;fJWmbLS2_ec;False;MutUnc;Non-Version;1;0.421547598843748;0.3776773;True;True;True;False;False;False;False
624;;FaUpLStwCl8;qsQqCg5VH3Q;False;DisAgrTxt;No Music;0;0.999804219577052;-0.084296726;True;True;True;False;False;False;False
629;;EBxk1Oq_ysE;7Ifw8JhDBvs;False;MutUnc;Non-Version;1;0.445044932560907;0.176854;True;True;True;False;False;False;False
629;;EBxk1Oq_ysE;7aWQAHYHu7o;False;DisAgrTxt;Version;2;0.999804428913538;-0.01898733;True;True;True;False;False;False;False
629;;EBxk1Oq_ysE;COiIC3A0ROM;False;DisAgrMus;Non-Version;1;0.000628361370599;0.29126027;True;True;True;True;True;False;False
629;;EBxk1Oq_ysE;H7_sqdkaAfo;False;DisAgrMus;Non-Version;1;0.0006808790395583;0.2841415;True;True;True;False;False;False;False
629;;EBxk1Oq_ysE;MB1FPOuSVeM;False;MutUnc;Non-Version;1;0.572006966705508;0.22395311;True;True;True;False;False;False;False
629;;EBxk1Oq_ysE;Ot-q4Y6Vabw;False;MutUnc;Non-Version;1;0.400490471497364;0.18882017;True;True;True;False;False;False;False
629;;EBxk1Oq_ysE;Pu8JO56fwt8;False;DisAgrMus;Version;2;0.00062666584862;0.6842734;True;True;True;False;False;False;False
629;;EBxk1Oq_ysE;n20IWj9UnZ4;False;DisAgrTxt;No Music;0;0.999803616064608;-0.016220469;True;True;True;False;False;False;False
629;;EBxk1Oq_ysE;ycUVxLc04b4;False;DisAgrTxt;Non-Version;1;0.999486934224173;-0.021381103;True;True;True;False;False;False;False
667;;TLV4_xaYynY;7UOlGOIxFPo;False;DisAgrTxt;Version;2;0.999804356547993;-0.0020199532;True;True;True;False;False;False;False
667;;TLV4_xaYynY;D6CKh7-EQAM;False;DisAgrMus;Non-Version;1;0.0006420374789287;0.336986;True;True;True;False;False;False;False
667;;TLV4_xaYynY;FHNlkS4T0LY;False;DisAgrMus;Version;2;0.142532331816856;0.49206054;True;True;True;False;False;False;False
667;;TLV4_xaYynY;LN2dA5SFVHs;False;DisAgrTxt;No Music;0;0.999804840216531;-0.054905295;True;True;True;False;False;False;False
667;;TLV4_xaYynY;agdv3D2U1gU;False;DisAgrTxt;No Music;0;0.999804550270872;-0.054908697;True;True;True;False;False;False;False
667;;TLV4_xaYynY;dg9-mAXlglc;False;MutUnc;Non-Version;1;0.534093441618703;0.16529274;True;True;True;False;False;False;False
667;;TLV4_xaYynY;o0RlZ0DBJaQ;False;DisAgrMus;Non-Version;1;0.0006149734686079;0.2461756;True;True;True;False;False;False;False
667;;TLV4_xaYynY;vpho0pIENH4;False;MutUnc;Non-Version;1;0.520287124943209;0.17997004;True;True;True;False;False;False;False
667;;TLV4_xaYynY;w3JxQg077EQ;False;MutUnc;Non-Version;1;0.440304129043067;0.13286981;True;True;True;False;False;False;False
694;;x_QkY8g_fHU;-EKoI4syu9A;False;DisAgrTxt;Non-Version;1;0.999798327188127;-0.027882399;True;True;True;False;False;False;False
694;;x_QkY8g_fHU;9kA9gY-svvk;False;MutUnc;Non-Version;1;0.420103640307282;0.17473067;True;True;True;False;False;False;False
694;;x_QkY8g_fHU;HlfcfTisjks;False;DisAgrMus;Non-Version;1;0.0006176168332496;0.3320316;True;True;True;False;False;False;False
694;;x_QkY8g_fHU;I0DkyiiY9FM;False;DisAgrTxt;No Music;0;0.999797261782139;-0.04019868;True;True;True;False;False;False;False
694;;x_QkY8g_fHU;YlD4fR09mco;False;DisAgrMus;Non-Version;1;0.0017236391831797;0.33327204;True;True;True;False;False;False;False
694;;x_QkY8g_fHU;_XoW4jKjIGs;False;MutUnc;Non-Version;1;0.4386083090787;0.24990867;True;True;True;False;False;True;False
694;;x_QkY8g_fHU;ifhS7HlvY7k;False;DisAgrTxt;No Music;0;0.999803171406163;-0.02389169;True;True;True;False;False;False;False
694;;x_QkY8g_fHU;v8xuGsSejn0;False;DisAgrMus;Non-Version;1;0.0006211364457159;0.47108456;True;True;True;False;False;False;False
694;;x_QkY8g_fHU;yJle8j6OR4Y;False;MutUnc;Non-Version;1;0.565966790933503;0.20606703;True;True;True;False;False;False;False
724;;EvDKTDL0qm4;Y_V6y1ZCg_8;False;MutUnc;Non-Version;1;0.411743221120591;0.20919538;True;True;True;False;False;False;False
724;;EvDKTDL0qm4;Y_V6y1ZCg_8;False;MutUnc;Non-Version;1;0.411743221120591;0.20919538;True;True;True;False;False;False;False
724;;9nPZE2DCZpY;Y_V6y1ZCg_8;False;MutUnc;Non-Version;1;0.411743221120591;0.20919538;True;True;True;False;False;False;False
724;;9nPZE2DCZpY;Y_V6y1ZCg_8;False;MutUnc;Non-Version;1;0.411743221120591;0.20919538;True;True;True;False;False;False;False
724;;9nPZE2DCZpY;K2TaB527JB4;False;MutUnc;Non-Version;1;0.55698902414697;0.1299258;True;True;True;False;False;False;False
724;;9nPZE2DCZpY;PQelnBwxYMw;False;DisAgrMus;Version;2;0.0070967458370244;0.61794585;True;True;True;False;False;False;False
724;;9nPZE2DCZpY;cjIvu7e6Wq8;False;DisAgrTxt;Non-Version;1;0.999797770217732;-0.05095356;True;True;True;False;False;False;False
724;;9nPZE2DCZpY;egsPhiIW7nI;False;DisAgrMus;Version;2;0.0038114122166815;0.41447347;True;True;True;False;False;False;False
724;;9nPZE2DCZpY;iMRnM8bowKw;False;DisAgrTxt;Non-Version;1;0.999803149259453;-0.060255803;True;True;True;False;False;False;False
724;;9nPZE2DCZpY;iMewtlmkV6c;False;MutUnc;Non-Version;1;0.357981731707142;0.21728654;True;True;True;False;False;False;False
724;;9nPZE2DCZpY;oKggZasWAck;False;DisAgrTxt;No Music;0;0.999804469281133;-0.047127735;True;True;True;False;False;False;False
724;;9nPZE2DCZpY;ryXzqqFm9Ts;False;DisAgrMus;Non-Version;1;0.0006231861933195;0.27232194;True;True;True;False;False;False;False
765;;YaTQ7HMo1y4;2u5JwQx1-x0;False;DisAgrMus;Version;2;0.0006152731973377;0.58940756;True;True;True;False;False;False;False
765;;YaTQ7HMo1y4;6DMA-cXQAl8;False;DisAgrMus;Version;2;0.0006180580303304;0.5614501;True;True;True;False;False;False;False
765;;YaTQ7HMo1y4;Ia1clRcLK34;False;DisAgrTxt;No Music;0;0.999795988644813;-0.050617788;True;True;True;False;False;False;False
765;;YaTQ7HMo1y4;JeORr66ClGU;False;MutUnc;Version;2;0.840200581348573;0.38045084;True;True;True;False;False;False;False
765;;YaTQ7HMo1y4;REm7_CfPyNw;False;MutUnc;Non-Version;1;0.944009044006497;0.13380548;True;True;True;False;False;False;False
765;;YaTQ7HMo1y4;jK3STZQMfZQ;False;DisAgrMus;Version;2;0.0006259635650757;0.48807794;True;True;True;False;False;False;False
765;24.0;YaTQ7HMo1y4;svQD6mGDPXc;True;DisAgrTxt;Non-Version;1;0.999804747711591;0.017190313;True;True;True;False;False;False;False
765;24.0;YaTQ7HMo1y4;svQD6mGDPXc;True;DisAgrTxt;Non-Version;1;0.999804747711591;0.017190313;True;True;True;False;False;False;False
765;;YaTQ7HMo1y4;uSNXUqOmgLA;False;DisAgrTxt;Non-Version;1;0.999804105112321;0.017140714;True;True;True;False;False;False;False
765;;YaTQ7HMo1y4;zkxt8YKIaVU;False;MutUnc;Version;2;0.805801627992702;0.10417927;True;True;True;False;False;False;False
794;;T3_cgE8HzKo;AmRbQaSw6Po;False;MutUnc;Non-Version;1;0.412540270433713;0.16566882;True;True;True;False;False;False;False
794;;T3_cgE8HzKo;Oim_iaJTqD8;False;DisAgrTxt;Non-Version;1;0.999804581017681;-0.07605137;True;True;True;False;False;False;False
794;;T3_cgE8HzKo;ZRXGsPBUV5g;False;MutUnc;Non-Version;1;0.39226907770944;0.18363103;True;True;True;False;False;False;False
794;;T3_cgE8HzKo;jpeB8p4b8Sg;False;MutUnc;Non-Version;1;0.508565206300558;0.11736302;True;True;True;False;False;False;False
