;set_id;ver_id;title;performer;yt_id;status
100;21;108;Yesterday;The Fron Male Voice Choir;yheOsiDDzZI;1
101;21;109;Yesterday;Monique Kessous;Y-JZO45YraQ;1
102;21;110;Yesterday;Syesha Mercado;YHcsUTRSM50;1
103;21;111;Yesterday;Molly Hatchet;STuFITcXas0;1
104;21;112;Yesterday / Hey Jude;Shawn Klush;3_Qfs8y1Ts8;1
105;21;113;Yesterday;Betty Says;iixfLmwnOBk;1
106;21;114;Yesterday;Neil Diamond;_7magmhc-4c;1
107;21;115;Yesterday;Walk Off the Earth;mIKGpZyiHKg;1
108;21;116;Yesterday;Savannah Outen feat. W.G. Snuffy Walden;10BuHWwFKJA;1
109;21;117;Yesterday;Mike Massé feat. Jeff Hall;YAxEBjZsQ0Y;1
110;21;118;Yesterday;Meeks [1];MaDlTw5nG7I;1
111;21;119;Yesterday;Adele Harley feat. John Holt;l5t9qI0fVGI;1
112;21;120;Yesterday;Nathan East;_AF1ksnixls;1
113;21;121;Yesterday (It's So Hard to Say Goodbye);The Stanford Mendicants;rZoDmWq5Pd4;1
114;21;122;Yesterday;Christian Cuevas;1h4Zb-CDthY;1
115;21;123;Yesterday;Imaginary Future & Kina Grannis;979ptY8sTAY;1
116;21;124;Je croyais;Raymond Lefèvre et son grand orchestre;Dqa4qBv0sRo;1
117;21;125;Yesterday;Caravelli;5kUU9oFWscQ;1
118;21;126;Yesterday;Nicky Hopkins;baqJ2Jamx7s;1
119;21;127;Yesterday;Peter Nero;vhOmYgbx9uc;1
120;21;128;Yesterday;Xavier Cugat and His Orchestra;3kOt3I0XS4U;1
121;21;129;Yesterday;Mantovani and His Orchestra;oW2SDwSJrLg;1
122;21;130;Yesterday;Jerry Murad's Harmonicats;Mw7SFxKya6g;1
123;21;131;Yesterday;George Van Eps;R5hb9BXzDDg;1
124;21;132;Yesterday;Lee Morgan;NrDvYFssH5g;1
125;21;133;Yesterday;Chet Atkins;fpRGjFrE8Dk;1
126;21;134;Yesterday;Herbie Mann;5IPLtOx2d1s;1
127;21;135;Yesterday;Percy Faith & His Orchestra;xqFEnYdHJTI;1
128;21;136;Yesterday;Willie Bobo;JiW8K1U2HXc;1
129;21;137;Yesterday;Helmut Zacharias;WSWWeoYVK6k;1
130;21;138;Yesterday;The Young-Holt Trio;gksSvXswDOU;1
131;21;139;Yesterday;Al Hirt;hwfsuiQ19AE;1
132;21;140;Yesterday;Ace Cannon;s2KYCjRqn_4;1
133;21;142;Yesterday;101 Strings;cmnv8n6Clto;1
134;21;143;Yesterday;David Newman;254sP0LCXVM;1
135;21;144;Yesterday;Oscar Peterson;T5gHmWZATCM;1
136;21;145;Yesterday;The Torero Band;fb-YmNKLlgQ;1
137;21;146;Yesterday;The Percy Faith Strings;T22y8rgCuZw;1
138;21;147;Yesterday;Franck Pourcel and His Orchestra;XIjh88NyQyU;1
139;21;148;Yesterday;Erroll Garner;Tsfqpf8w8eo;1
140;21;149;Yesterday;Le grand orchestre de Paul Mauriat;EZcplhDu8-c;1
141;21;150;Yesterday;Max Greger;tckJY-JpMJk;1
142;21;151;Yesterday;Adrian Brett;6TtwTIeKmzM;1
143;21;152;Yesterday;Richard Clayderman;7lV6GVESBew;1
144;21;153;Yesterday;Orchester Bruno Bertone;t3in4FuC_lM;1
145;21;154;Yesterday;Don Costa;6pB_fLiOFxc;1
146;21;155;Yesterday;Kresten Korsbæk;YmCVlYF-zmA;1
147;21;156;Yesterday;Yawar;qLZq1CQ9zzw;1
148;21;157;Yesterday;The Pickin' on Pickers;YVbqZ7kpYDg;1
149;21;158;Yesterday;Dave Grusin;XK9239L_9sA;1
150;21;159;Yesterday;Beegie Adair;D_aDqfgr6R4;1
151;21;160;Fjorten dage;Gustav Winckler med Rune Öfvermans orkester;fu_-Bc32tac;1
152;21;161;Yesterday;Rijk de Gooyer;wHdWSqko-lg;1
153;21;162;Yesterday;Gareth Gates;JV7MVf-WmkY;1
154;21;163;Eilinen;Juhani Markola;ZlJcih4vPDc;1
155;21;165;Je croyais;Pierre Lalonde;VHg0zPxom24;1
156;21;166;Je croyais;Michèle Arnaud;Qhv97ksHqus;1
157;21;167;Ieri;Catherine Spaak;L96631BRHi4;1
158;21;168;Ieri;I Trappers;dXSRsEYRXoQ;1
159;21;169;Yesterday;Claudio Villa;G7DCP90-mLk;1
160;21;170;Ayer;Los Impala;WgLmzurHarM;1
161;21;171;Dyddiau Fu;Y Dyniadon Ynfyd Hirfelyn Tesog;N1k2e0vzJR8;1
372600;58;0;Plaisir d'amour;Rina Ketty;CV3sA65inCw;1
372601;58;1;Plaisir d'amour;Marianne Faithfull;PX-wjwwFbLE;1
372602;58;2;Plaisir d'amour;Nana Mouskouri;N77jIRg15U0;1
372603;58;3;Plaisir d'amour;Roy Etzel;iwGiPE2DFI0;1
372604;58;4;Plaisir d'amour;Mireille Mathieu;uZx2t-Od_1g;1
372605;58;5;Plaisir d'amour;Franco Battiato;Di5wQ0UwOKM;1
372606;58;6;Plaisir d'amour;BZN;l43bpyWtfqc;1
372607;58;8;Plaisir d'amour;Emmylou Harris;Fy5eZXi0K3E;1
372608;58;9;Plaisir d'amour;Juan Rozoff;hQz-aZH-ozU;1
372609;58;10;Plaisir d'amour;Carmen Masola;c3ANeToA3lw;1
372610;58;11;Plaisir d'amour;Richard Clayderman;DfXYIZ_pDcA;1
372611;58;12;Plaisir d'amour;Maastrichts Salon Orkest;_yfY8viL7h4;1
372612;58;13;Can't Help Falling in Love;Captain Cook und seine singenden Saxophone;PqaqldYKu9I;1
372613;58;14;Kan er niets aan doen;Frank Boeijen;Axc3tBU4uCA;1
372614;58;15;Can't Help Falling in Love;Elvis Presley with The Jordanaires;5V430M59Yn8;1
372615;58;16;Can't Help Falling in Love;Bobby Stevens;bkZfmbwBncQ;1
372616;58;17;Can't Help Falling in Love;Perry Como;V3FBuCMFEk8;1
372617;58;18;Can't Help Falling in Love;Sharon;mJMMygUK0og;1
372618;58;19;Can't Help Falling in Love with You;The Lettermen;khDmryS5GBA;1
372619;58;20;Can't Help Falling in Love;Danny Williams;rKa80xM__Pc;1
372620;58;21;Can't Help Falling in Love;The Paris Sisters;Of1kWoj7CNU;1
372621;58;22;Can't Help Falling in Love;Brenda Lee;cydI3i1ieXU;1
372622;58;23;Falling in Love With You;Bobby Curtola;q0YxRasOWyA;1
372623;58;24;Can't Help Falling in Love;Andy Williams;lDR8uXjj9uI;1
372624;58;25;Can't Help Falling in Love;Top of the Pops;hM7ZgiPpIQk;1
372625;58;26;Can't Help Falling in Love;Marty Robbins;4moE9mkpRog;1
372626;58;27;Can't Help Falling in Love;Al Martino;Mq-ilTCEofo;1
372627;58;28;Can't Help Falling in Love;Soft Tones;h5KG58TGwzA;1
372628;58;29;Can't Help Falling in Love;Werner Müller and The London Festival Orchestra & Chorus;rHsj0LOc4Go;1
372629;58;30;Can't Help Falling in Love;Teresa Carpio;KrAvFdLRxpI;1
372630;58;31;Can't Help Falling in Love;The Stylistics;JMYb8EvNikU;1
372631;58;32;Can't Help Falling in Love;Shirley Bassey;stajUNP4t9Y;1
372632;58;33;Can't Help Falling in Love;Baccara;fx2D2GvzhEY;1
372633;58;34;Can't Help Falling in Love;Jimmy Ellis;ZrtWXX56VwQ;1
372634;58;35;Can't Help Falling in Love;Engelbert Humperdinck;dbjXlXNgp-c;1
372635;58;36;Can't Help Falling in Love;Lisa King;WKSPZ1k_ea8;1
372636;58;37;Can't Help Falling in Love With You;Slim Whitman;Qumbkal1A_A;1
372637;58;38;The Songs of the King - Love Me Tender - Heartbreak Hotel - Are You Lonesome Tonight? - Can't Help Falling -in Love - Crying in the Chapel - The Wonder of You - from An American Trilogy;Tulsa McLean;MvrbrbgIfiY;1
372638;58;39;Can't Help Falling in Love;Techno Twins;fpDo2T37M0U;1
372639;58;40;Can't Help Falling in Love;Klaus Nomi;HfXnTwWf0Ro;1
372640;58;41;Can't Help Falling in Love;Henry McCullough;iq3HkJlqdAc;1
372641;58;42;Elvis Medley;Carola;pSgtsA1YQZ8;1
372642;58;43;Can't Help Falling in Love;Corey Hart;CJLU_f6DIws;1
372643;58;44;Can't Help Falling in Love;Lick the Tins;a4vAP43d2gs;1
372644;58;45;Can't Help Falling in Love;Christine McVie;nnt8_AsW_bQ;1
372645;58;46;Can't Help Falling in Love;David Keith with The T. Graham Brown Band;Mz8KD9fxbEo;1
372646;58;47;Can't Help Falling in Love;Dead Moon;hIBZJbFel1A;1
372647;58;48;I Can't Help Falling in Love;The Jordanaires;xZd2A26cp6o;1
372648;58;49;Can't Help Falling in Love;The Triffids;GPefI0gBmjI;1
372649;58;50;Can't Help Falling in Love With You;Ho'aikane;DJhpZo6HmEQ;1
372650;58;51;Can't Help Falling in Love;Julio Iglesias;TV9wtU3eX4E;1
372651;58;52;Can't Help Falling in Love;Hall and Oates;HlnTK7wYFBE;1
372652;58;53;I Can't Help Falling in Love with You (Acoustic);Richard Marx;JCmoSqhDulM;1
372653;58;54;Can't Help Falling in Love;Luka Bloom;eP9KNHlffYE;1
372654;58;55;Can't Help Falling in Love;Bono;NykbRLgdkjc;1
372655;58;56;Can't Help Falling in Love;Stephan Eicher;2uFyoCoVKhA;1
372656;58;57;Can't Help Falling in Love;Peter Hofmann;pg_JSAzA_PU;1
372657;58;58;(I Can't Help) Falling in Love With You;UB40;Ajp0Uaw4rqo;1
372658;58;59;Can't Help Falling in Love;Andy Tielman;lia_coOBbO4;1
372659;58;60;I Can't Help Falling in Love;Kenny Rogers;uJUGhY94oEE;1
372660;58;61;Can't Help Falling in Love;Neil Diamond;QNU8ZjOrv3I;1
372661;58;62;Can't Help Falling in Love;Howe Gelb;iYxh3H_V-IA;1
372662;58;63;Can't Help Falling in Love Again;Pearl Jam;m3MXZ_qdKDU;1
372663;58;64;Can't Help Falling in Love;Hi-Standard;HysEWnT1kkc;1
372664;58;65;Can't Help Falling in Love;Eels;61qspNIWXio;1
372665;58;66;Can't Help Falling in Love;A*Teens;10LyncJlJpE;1
372666;58;67;Can't Help Falling in Love;Brødrene Olsen;qxWySmmlMec;1
372667;58;68;Can't Help Falling in Love;The Mission;sQOWrrocmns;1
372668;58;69;Can't Help Falling in Love;Anne Murray;2Q4F0h_2A34;1
372669;58;70;Can't Help Falling in Love;Erasure;WMT6QHDP_Nw;1
372670;58;71;Can't Help Falling in Love;Marco Da Silva and The Midnighters;jX2zyxdFnIg;1
372671;58;72;Can't Help Falling in Love;Michael Bublé;R6cdOeUWOEA;1
372672;58;73;Can't Help Falling in Love;Oi-Skall Mates;fXyEjHb2K7c;1
372673;58;74;Can't Help Falling in Love;The Roomates [1];LZW3gJ_yjLg;1
372674;58;75;I Can't Help Falling in Love (With You);Rick Astley;3H0wDpA-3wA;1
372675;58;76;Can't Help Falling in Love;Andrea Bocelli;eR1AbAYHdD0;1
372676;58;77;Can't Help Falling in Love;Russell Watson - The Voice;7DnK6y5uFK4;1
372677;58;78;Can't Help Falling in Love;Elena Paparizou;4Fk8vCFfZCs;1
372678;58;79;Can't Help Falling in Love;Joseph Williams;tFZVR7dCou8;1
372679;58;80;Can't Help Falling in Love;Barry Manilow;fZWA3itsmnc;1
372680;58;81;Can't Help Falling in Love;Henrik Busborg & Devils;wdkwpp17N2Y;1
372681;58;82;Can't Help Falling in Love;Andrea Bocelli with Katharine McPhee;6T-28ul4AK0;1
372682;58;83;(I Can't Help) Falling in Love With You;The Fron Male Voice Choir;NtyRlfsGmNo;1
372683;58;84;Can't Help Falling in Love;Blackmore's Night;IUSZ2cc92Pg;1
372684;58;85;Can't Help Falling in Love;Ingrid Michaelson;5sQeQC4hT10;1
372685;58;86;I Can't Help Falling in Love;Yao Si Ting;g-82gegkFlw;1
372686;58;87;Can't Help Falling in Love;Chad Garrett;iV7alIO0p7A;1
372687;58;88;I Can't Help Falling in Love;Enrico Ruggeri;-cbPbDQhoyg;1
372688;58;89;Can't Help Falling in Love With You;Harry Connick, Jr.;2TRURcQSz64;1
372689;58;90;I Can't Help Falling in Love;Camilla Kerslake;5AnbqIcUo-k;1
372690;58;91;Can't Help Falling in Love;The Acoustic Guitar Troubadours;f6ZEKUnpqWQ;1
372691;58;92;Can't Help Falling in Love;Elvis Presley with Sherry St-Germain;I9kUXjvv4d0;1
372692;58;93;Can't Help Falling in Love;Sarah Morgann & Kirby Heyborne;puQEIqkoax0;1
372693;58;95;Can't Help Falling in Love;Chris Isaak;edciT85S7sc;1
372694;58;96;Rhythm of Love/Can't Help Falling in Love;Straight No Chaser;Jb-dNOGPxhY;1
372695;58;97;Medley: Don't Be Cruel/Can't Help Falling in Love With You/Jailhouse Rock;Vocal Point;F156ZZHsnh4;1
372696;58;98;Can't Help Falling in Love;Mike Massé feat. Sterling Cottam;CgyB8zZMBnM;1
372697;58;99;I Can't Help Falling in Love with You;Alfie Boe;FaScTTFEZwo;1
372698;58;100;I Can't Help Falling in Love with You;Daniel O'Donnell;mEl_eQQ_q0c;1
372699;58;101;Can't Help Falling in Love;Christina Grimmie;lMMIc0_fwv4;1
372700;58;102;Can't Help Falling in Love;Karen Souza;jqXGmQlWeTY;1
372701;58;103;I Can't Help Falling in Love with You;Marian Bradfield;kF2yGXc7IOk;1
372702;58;104;Can't Help Falling in Love;Haley Reinhart;XLpDiIVX0Wo;1
372703;58;105;Can't Help Falling in Love;Elvis Presley with The Royal Philharmonic Orchestra;wBSwlt1lX9w;1
372704;58;106;Can't Help Falling in Love;Joseph Vincent;8jSkl4GFgeU;1
372705;58;107;I Can't Help Falling in Love with You;Ken Lavigne;y4YIfUEG0Vo;1
372706;58;108;Can't Help Falling in Love;7th Ave.;zp28RylttZ0;1
372707;58;109;Can't Help Falling in Love;Kina Grannis;tyoAsprwDRc;1
372708;58;110;Can't Help Falling in Love;G4;mNIWBDJ34Ws;1
372709;58;111;Can't Help Falling in Love;Pentatonix;pwoCvZpoiBs;1
372710;58;112;Can't Help Falling in Love;Brian May - Kerry Ellis;KQSq5UlZXXY;1
372711;58;113;Can't Help Falling in Love;The Piano Guys;RZQNe8IMLtQ;1
372712;58;114;Can't Help Falling in Love;Michael Lucarelli;LNvOIgZi5VQ;1
372713;58;115;Te ne vai;Bobby Solo;dzDUK1p19LI;1
372714;58;116;Lembre Do Meu Amor;Ed Wilson;ez1RWd1-sEE;1
372715;58;117;I Want to Live;Aphrodite's Child;0zezVBsfmBQ;1
372716;58;118;Comment ne pas être amoureux de vous;Dave;pEr0YkJqTu4;1
372717;58;119;Plaisir d'amour;Peter Alexander;ti83QCMmFLc;1
372718;58;120;Plaisir d'amour;Joan Baez;9pobCfE3C5M;1
637613;63;0;Yesterdays;Leo Reisman and His Orchestra;wUDTwNMfTic;1
637614;63;1;Yesterdays;Billie Holiday and Her Orchestra;1Hkakz0jmew;1
637615;63;2;Yesterdays;Paul Weston and His Orchestra;OHie_ZBRBtk;1
637616;63;3;Yesterdays;Carmen McRae;Qs7YlqUSH1k;1
637617;63;4;Yesterdays;Margaret Whiting;G_c68OYIiww;1
637618;63;5;Yesterdays;Ella Fitzgerald;0d9NHPSUDQA;1
637619;63;6;Yesterdays;Barbra Streisand;fh5zkzpzvao;1
637620;63;7;Yesterdays;Miriam Klein, Roy Eldridge, Dexter Gordon, Slide Hampton;lW0z7YJsVVo;1
637621;63;8;Yesterdays;Greetje Kauffeld;OHlC7EHCxFk;1
637622;63;9;Yesterdays;Marianne Faithfull;CJyR5NfQd_Q;1
637623;63;10;Yesterdays;Dianne Reeves;64MVc_qy6v0;1
637624;63;11;Yesterdays;Miki Howard;Y9RBo6qEV04;1
637625;63;14;Yesterdays;Hope Waits;ILCvbtQjIQ0;1
637626;63;15;Yesterdays;Kelly Harland;h3IMZL7QDpo;1
637627;63;16;Yesterdays;Cyrille Aimée + Friends;e3dxoClfzKM;1
637628;63;17;Yesterdays;Lee Konitz featuring Miles Davis;H0IoE3FPaew;1
637629;63;18;Yesterdays;Miles Davis;2QhOxXxFME8;1
637630;63;19;Yesterdays;The Kenny Drew Trio;VfmFz9FmxVI;1
637631;63;20;Yesterdays;Artie Shaw and His Gramercy Five;o8cCD2vZ5T8;1
637632;63;21;Yesterdays;Clifford Brown;Zqoo6vtgBYA;1
637633;63;22;Yesterdays;The Jazz Messengers;mr6d1lNMwL0;1
637634;63;23;Yesterdays;Chet Atkins;H0_rHGGltG0;1
637635;63;24;Yesterdays;Dizzy Gillespie;YS2jmHKF9gI;1
637636;63;25;Yesterdays;Ferrante and Teicher;JPSF8vWwiic;1
637637;63;26;Yesterday's;Ray Draper;ggMTdmYfaBo;1
637638;63;27;Yesterdays;The Wes Montgomery Trio;w7o9f4TzhYI;1
637639;63;28;Yesterdays;Yusef Lateef;uhWb-Avb9Yc;1
637640;63;29;Yesterdays;Sam Marowitz with Charles Albertine's Orchestra;A_F2K4Bl17k;1
637641;63;30;Yesterdays;Johnny Smith;010m50Jop0Y;1
637642;63;31;Yesterdays;Stanley Turrentine;G3NQGd5breA;1
637643;63;32;Yesterdays;Peter Nero;Zj-5MHr4LaM;1
637644;63;33;Yesterdays;Enoch Light and The Light Brigade;zQelgrp6iEs;1
637645;63;34;Yesterdays;Stuff Smith;WvR4RvAQHqM;1
637646;63;35;Yesterdays;Manuel and the Music of the Mountains;PItb5UBa6nc;1
637647;63;36;Yesterdays;Gato Barbieri;rW8PMTDcFJY;1
637648;63;37;Yesterdays;Buck Hill Quartet;iAIKbcPMFlg;1
637649;63;38;Yesterdays;Lew Soloff;ANxJ_AFWcn4;1
637650;63;39;Yesterdays;Larry Coryell;VxP-pw7H8qU;1
637651;63;40;Yesterdays;Charlie Musselwhite;eTHxx8qhkF4;1
637652;63;41;Yesterdays;Tommy Flanagan Trio;WThhCYo4OW0;1
637653;63;42;Yesterdays;Oscar Peterson;tBxbWdmV-CQ;1
637654;63;43;Yesterdays;Laurent De Wilde;ZZV99bkbNxI;1
637655;63;44;Yesterdays;The Claude Williamson Trio;PAAYB-eA-2E;1
637656;63;45;Yesterdays;Jeff Hamilton Trio;a3MgfPS30IA;1
637657;63;46;Yesterdays;Joshua Redman;RFdPIo3w1F8;1
637658;63;47;Medley: It's All in the Game/Yesterdays;Joe Pass;h3bk0rI53z0;1
637659;63;48;Yesterdays;Andrea Pozza Trio;CHwWczIBGTo;1
637660;63;49;Yesterdays;The Phil Woods Quintet;XToQO48CUlE;1
637661;63;50;Yesterdays;Adam Rogers, John Patitucci, Clarence Penn;O-WbzWT8R60;1
746932;81;0;Garota de Ipanema;João Gilberto, Antônio Carlos Jobim, Vinicius de Moraes;P6tNV3DyaFU;1
746933;81;1;Garota de Ipanema;Os Cariocas;cagTBBJ-2pk;1
746934;81;2;Garota de Ipanema;Pery Ribeiro;jc6nMjX9pNU;1
746935;81;3;Garota de Ipanema;Claudette Soares;piBxyFNBpwo;1
746936;81;4;Garota de Ipanema;Cauby Peixoto;vAA6ZhsLsYw;1
746937;81;5;Garota de Ipanema;Vinicius de Moraes con Maria Creuza y Toquinho;QlUE0HLklkY;1
746938;81;6;Garôta de Ipanema;Nara Leão;kKbeY0NdH5k;1
746939;81;7;Garota de Ipanema;Sonia Rosa with Yuji Ohno;g1QwFChSu5g;1
746940;81;8;Garota de Ipanema;Maria Creuza;cjgjmmKeaA0;1
746941;81;9;Garota de Ipanema;Joyce;CKVsAf1Lgdo;1
746942;81;10;Garota de Ipanema;Marina;UvLjxt8iMB8;1
746943;81;11;Garota de Ipanema;Ana Caram;LCrDvuu_3N8;1
746944;81;12;Garota de Ipanema;Lisa Ono;okF_Q56JoMc;1
746945;81;13;Garota de Ipanema;Rosa Passos;fd-cl4KVa6c;1
746946;81;14;Garota de Ipanema;Eliane Elias;zudumJec_vc;1
746947;81;15;Garota de Ipanema;Gal Costa;svVeCQeCG98;1
746948;81;16;Garota de Ipanema;Cris Delanno;ekpAciM3D-M;1
746949;81;17;Garota de Ipanema;Simone;2Lw6HV8-yCM;1
746950;81;18;Garota de Ipanema;Rosa Passos & Ron Carter;VTXxWBwNN0o;1
746951;81;19;Girl from Ipanema;Sitti;6kOJqDW3A1g;1
746952;81;20;Girl from Ipanema / Garota de Ipanema;Perpetuum Jazzile;Ly-DyvyRrOM;1
746953;81;21;Garota de Ipanema;Maúcha Adnet;bksDWM-wtP4;1
746954;81;22;The Girl from Ipanema;Halie Loren;djEKKxrEVX8;1
746955;81;23;The Girl from Ipanema;Plácido Domingo;src6aF6CniI;1
746956;81;24;The Girl from Ipanema;Antônio Carlos Jobim;BmYcOW3JpO8;1
746957;81;25;The Girl from Ipanema;Laurindo Almeida;PMIEx24G5BQ;1
746958;81;26;The Girl from Ipanema;Herb Alpert's Tijuana Brass;hgjHIEO-DXk;1
746959;81;27;The Girl from Ipanema;Al Hirt;Jp3PjYgTUyA;1
746960;81;28;Garota de Ipanema;Eumir Deodato;rPmrcJLBQ1s;1
